GEOID,pop_pov,pov_rt
06073015901,3798,32.6
06073015902,5002,28.2
06073016000,2382,7.1
06073016100,6344,4.7
06073016201,5435,4.7
06073016202,3609,19.2
06073016301,5353,28.1
06073016302,6016,27
06073016401,5181,19.3
06073016402,7672,23.4
06073016502,7604,23.2
06073016503,3010,13.3
06073016504,7811,17.9
06073016605,7271,5.7
06073016606,3989,5.3
06073016607,6846,7.5
06073016608,2625,1.9
06073016609,5338,6.7
06073016610,4066,10
06073016612,6158,7.3
06073016613,1923,6.2
06073016614,3757,6
06073016615,2443,5.4
06073016616,4136,15.8
06073016617,3528,8
06073016701,9794,6.2
06073016702,7399,13.6
06073016802,7098,10.5
06073016804,7355,17.4
06073016806,4449,15.6
06073016807,7559,5
06073016809,5513,5
06073016810,3088,7.2
06073016811,4823,12.9
06073016901,6981,4.5
06073016902,2626,13.4
06073017006,2926,4.9
06073017009,4347,7.1
06073017010,3266,2.5
06073017014,2369,6.9
06073017015,8104,9.8
06073017018,4612,6
06073017019,6137,1.1
06073017020,3488,6.7
06073017021,2928,3.7
06073017022,5757,6.1
06073017029,9149,4.6
06073017030,21625,7.6
06073017031,3995,5.6
06073017032,14629,3
06073017033,4800,3.8
06073017034,5231,6.2
06073017035,3274,19.1
06073017036,3556,7.7
06073017037,5741,9.5
06073017039,7516,4.4
06073017040,4845,4.9
06073017041,5878,5.5
06073017042,7921,2.7
06073017043,6442,4.9
06073017044,5710,2.7
06073017045,2739,2.8
06073017046,3793,3.2
06073017047,3995,3.1
06073017048,7729,9.8
06073017049,3451,16.4
06073017050,3007,5.7
06073017051,4769,5.7
06073017052,5429,10.7
06073017053,3207,3.3
06073017054,5397,6.8
06073017055,5256,3.3
06073017056,4174,2.2
06073017104,3924,10.5
06073017106,4887,12
06073017107,2971,1.6
06073017108,4820,2.5
06073017109,6787,5.1
06073017110,11781,8
06073017200,4321,6.9
06073017303,3009,2.6
06073017304,6006,8.1
06073017305,3184,1.6
06073017306,2723,2.8
06073017401,5860,11.1
06073017403,5158,2
06073017404,6952,4.3
06073017501,2981,5.2
06073017502,3773,17.1
06073017601,5415,7.1
06073017603,2521,8.9
06073017604,7348,10.3
06073017701,5244,16.7
06073017702,3244,3.8
06073017801,6514,6
06073017808,6283,3.5
06073017809,2558,6.3
06073017810,4831,4.3
06073017811,7525,11.6
06073017813,4400,5.1
06073017900,7082,10.4
06073018000,3340,7.7
06073018100,6606,5.6
06073018200,7016,17.8
06073018300,2580,9.6
06073018400,3266,23.6
06073018504,7258,10.1
06073018507,9357,13.2
06073018509,4894,22.1
06073018510,3057,10
06073018511,5205,8.5
06073018512,3874,13.8
06073018513,9422,7.1
06073018514,8505,14.3
06073018515,4772,3.3
06073018516,3912,15.6
06073018517,5032,14.3
06073018518,3608,10.6
06073018519,5575,20
06073018601,5147,12.9
06073018603,6649,35.3
06073018608,2974,4.7
06073018609,6399,10.3
06073018610,7742,13.7
06073018611,8912,13.6
06073018612,3808,21.6
06073018613,3846,7.7
06073018614,5928,10.9
06073018700,23981,8.8
06073018801,3583,4.8
06073018802,8254,9.1
06073018803,4729,6.2
06073018903,4873,13.9
06073018904,5747,13.9
06073018905,6769,20.1
06073018906,6514,21.8
06073019001,6347,10.1
06073019002,1690,11.2
06073019101,7361,14.5
06073019103,5879,6.2
06073019105,6451,5.4
06073019106,8748,15.6
06073019107,1939,12.2
06073019203,2685,8.8
06073019205,6454,19.6
06073019206,5921,16.5
06073019207,9625,19.5
06073019208,3291,4.7
06073019301,6996,7
06073019302,7836,13.8
06073019303,6880,15.6
06073019403,5173,13.9
06073019404,3253,10.5
06073019405,4090,11.5
06073019406,4728,8.1
06073019501,3510,21.7
06073019502,5620,24.2
06073019503,5392,17.6
06073019601,6923,14.1
06073019602,5264,14.3
06073019701,6467,16
06073019702,5052,8.1
06073019803,4783,9.9
06073019804,4489,5.3
06073019805,3969,22.4
06073019806,11962,13.1
06073019808,4682,6.7
06073019809,3994,5.5
06073019902,4202,11.7
06073019903,4982,6.4
06073019904,6996,9.3
06073019905,4270,14.7
06073020013,13561,6.1
06073020014,7584,5.1
06073020015,4834,8.4
06073020016,9600,1.9
06073020017,3477,16.8
06073020018,8425,14.6
06073020019,6745,14.5
06073020020,8066,4.9
06073020021,6232,13.7
06073020022,8094,15.6
06073020023,4209,3.9
06073020024,4415,4.9
06073020025,4751,15.2
06073020026,4434,11.3
06073020027,16449,6.2
06073020028,4509,28.8
06073020029,5684,18.9
06073020103,10771,9.1
06073020105,4124,23.1
06073020106,3859,7.1
06073020107,3969,8.6
06073020108,5974,17.3
06073020109,5529,13.7
06073020202,6814,35.5
06073020206,5761,21.3
06073020207,4903,17.5
06073020208,2525,6.9
06073020209,5628,22.4
06073020210,4997,14.7
06073020211,6814,16.6
06073020213,3907,31.8
06073020214,5718,36.8
06073020304,6501,8.3
06073020305,6049,7.9
06073020306,8381,13.9
06073020307,7156,14.4
06073020308,5275,22.9
06073020309,4324,18
06073020401,2312,6
06073020403,3914,5.4
06073020404,4660,8.1
06073020405,3210,3.8
06073020500,5033,20.3
06073020601,6441,13
06073020602,6251,17.8
06073020705,4836,10.2
06073020706,6385,3.5
06073020707,4931,19.6
06073020708,3769,11.1
06073020709,7820,5.4
06073020710,1596,1.9
06073020801,5141,11.6
06073020805,3603,7.1
06073020806,5945,12.5
06073020807,2762,9.7
06073020809,8303,5.4
06073020810,5261,3.9
06073020811,6124,2.2
06073020902,2127,8.2
06073020903,2927,21.5
06073020904,1909,6.7
06073021000,2689,13.9
06073021100,7072,19.2
06073021202,3248,13.7
06073021204,5637,8.2
06073021205,7015,11.2
06073021206,3060,0.8
06073021302,4235,20.6
06073021303,9475,2.3
06073021304,2508,2.5
06073021400,6370,7.4
06073021500,9324,2.7
06073021600,2557,6.9
06073021800,2330,6.3
06073021900,1909,25
06073022000,4549,17.4
06073022100,9730,7.4
06073990100,0,-
06075010100,3938,13.5
06075010200,4363,5.8
06075010300,4377,10
06075010400,4645,6.6
06075010500,2691,19.4
06075010600,3505,24.8
06075010700,5502,22.1
06075010800,4927,12.3
06075010900,4519,6.4
06075011000,4989,5
06075011100,4834,10.1
06075011200,3378,10.2
06075011300,2875,13.8
06075011700,1650,15.8
06075011800,1558,28.7
06075011901,2325,11.7
06075011902,2825,12.3
06075012000,3917,21.2
06075012100,3424,17.7
06075012201,4710,14.2
06075012202,3443,30.7
06075012301,2124,36.6
06075012302,2507,24.5
06075012401,4986,27.2
06075012402,3697,25.7
06075012501,3478,32.1
06075012502,3563,40.6
06075012601,2592,2.4
06075012602,2814,4.1
06075012700,3637,4.6
06075012800,4738,6.6
06075012901,2741,2.5
06075012902,3544,7.5
06075013000,4945,3.9
06075013101,3662,3.9
06075013102,3041,4.6
06075013200,4015,1.8
06075013300,4582,11.3
06075013400,3987,3.9
06075013500,2617,7.8
06075015100,2394,6.9
06075015200,4295,11
06075015300,2088,4.8
06075015400,5869,7.4
06075015500,3694,18.5
06075015600,3236,13
06075015700,6339,9.2
06075015801,4054,19.8
06075015802,3506,7.6
06075015900,4359,14.4
06075016000,2807,14.1
06075016100,5562,31.1
06075016200,3236,10.1
06075016300,4643,13.7
06075016400,3707,7.5
06075016500,5604,10.8
06075016600,5787,11.2
06075016700,5036,6.6
06075016801,3424,10.8
06075016802,3378,15.3
06075016900,3103,8.3
06075017000,4113,4.1
06075017101,3743,4.7
06075017102,3689,9.8
06075017601,8432,23.9
06075017700,1822,12.2
06075017801,3472,33
06075017802,5097,25.3
06075017902,3034,51.5
06075018000,2684,23.2
06075020100,5911,20.3
06075020200,6087,14.9
06075020300,3407,12.1
06075020401,3290,5.2
06075020402,4646,5.5
06075020500,2942,3.6
06075020600,4953,8.2
06075020700,5011,7.6
06075020800,6305,9.8
06075020900,4799,16.9
06075021000,4800,8.3
06075021100,4246,2.8
06075021200,3080,4.1
06075021300,2592,3.4
06075021400,3806,3.9
06075021500,5155,7.1
06075021600,4372,6.9
06075021700,4235,9.1
06075021800,4075,4.6
06075022600,2361,2.3
06075022702,2236,4.8
06075022704,3358,4.4
06075022801,5303,11.7
06075022802,1928,15.3
06075022803,4649,7.5
06075022901,5392,16.6
06075022902,2591,10.9
06075022903,3393,7.8
06075023001,5172,14.3
06075023003,3881,10.2
06075023102,4526,35.5
06075023103,2722,35.9
06075023200,4440,23.5
06075023300,3429,19.1
06075023400,3376,28.5
06075025100,3788,9.2
06075025200,5809,7.2
06075025300,4555,7.9
06075025401,4171,4.6
06075025402,3249,8.7
06075025403,5041,8.4
06075025500,9355,5.7
06075025600,5489,9
06075025701,5267,8
06075025702,4693,12.2
06075025800,1853,12.5
06075025900,4897,5.8
06075026001,5940,11.6
06075026002,3281,7.9
06075026003,5309,5.8
06075026004,5029,14.2
06075026100,7282,5.5
06075026200,7759,5.8
06075026301,5062,11.7
06075026302,5117,7.7
06075026303,4720,12.7
06075026401,3574,9.8
06075026402,5042,6.7
06075026403,3842,11.9
06075026404,3037,15.5
06075030101,4751,14.1
06075030102,4612,4.2
06075030201,4414,5.9
06075030202,4384,14.3
06075030301,5851,7.2
06075030302,4108,6.2
06075030400,5613,5.2
06075030500,2501,7.5
06075030600,2411,1.9
06075030700,6964,2.6
06075030800,6708,2.2
06075030900,6921,7.5
06075031000,3799,5.7
06075031100,6726,4.6
06075031201,7436,10.3
06075031202,3436,14.3
06075031301,4397,9.2
06075031302,6171,13.7
06075031400,6890,13.5
06075032601,5178,9.1
06075032602,5014,9.9
06075032700,7215,7.5
06075032801,4352,4.8
06075032802,4226,11.1
06075032901,5815,8.1
06075032902,4344,14.1
06075033000,8299,12.1
06075033100,3918,7.6
06075033201,1666,53.4
06075033203,3580,25.1
06075033204,4678,34.3
06075035100,8971,9.1
06075035201,6175,11.9
06075035202,4911,10.1
06075035300,7484,8.1
06075035400,7060,7.8
06075040100,4617,12.3
06075040200,5611,6.5
06075042601,3956,12.6
06075042602,3157,3.5
06075042700,5397,16.2
06075042800,2497,4.6
06075045100,5139,7
06075045200,7100,11.7
06075047600,5660,4.8
06075047701,4333,9.5
06075047702,4054,7.9
06075047801,4110,5.9
06075047802,3826,8.9
06075047901,7090,7.6
06075047902,3858,11.4
06075060100,4094,3
06075060400,1616,13
06075060502,3417,35.2
06075060700,11156,9.9
06075061000,4813,7.6
06075061100,4572,39.8
06075061200,4446,14.8
06075061400,6124,21
06075061500,13703,9.6
06075980200,99,4
06075980300,84,0
06075980401,0,-
06075980501,782,36.7
06075980600,513,37.6
06075980900,242,17.4
06075990100,0,-
06077000100,3934,52.1
06077000300,2008,38.7
06077000401,3106,19.8
06077000402,4032,37.7
06077000500,2508,39.6
06077000600,1867,41.7
06077000700,4374,44.4
06077000801,7596,24.7
06077000900,6001,32.3
06077001000,5036,21.1
06077001101,5284,22
06077001102,4987,16.8
06077001200,3574,12.4
06077001300,4804,18.7
06077001400,4504,23.3
06077001500,8368,27.9
06077001600,2121,24.5
06077001700,4042,38
06077001800,3595,24
06077001900,5053,33.5
06077002000,3486,36.6
06077002100,5666,26.9
06077002201,2731,50.4
06077002202,5671,33.7
06077002300,5043,31.9
06077002401,5102,37.5
06077002402,1738,22.6
06077002503,2228,51.9
06077002504,4181,20.3
06077002701,6657,23.7
06077002702,4271,24
06077002800,6299,14.2
06077003106,3684,16.3
06077003108,4505,15.9
06077003109,6365,10.8
06077003110,3832,28.3
06077003111,3821,15.7
06077003112,3281,10.6
06077003113,5069,34.7
06077003114,9864,3.1
06077003203,3486,10.6
06077003205,4063,21.1
06077003208,13790,12.6
06077003209,3514,7.3
06077003210,2661,18.2
06077003213,4842,25.7
06077003214,3301,8.8
06077003215,4081,16.4
06077003216,3467,19.4
06077003217,3543,29
06077003305,4070,23
06077003306,5136,21.5
06077003307,5029,31.5
06077003308,1723,23
06077003310,4576,23
06077003311,3414,27.7
06077003312,2739,45.1
06077003313,2819,35.2
06077003403,4852,23.3
06077003404,6398,26
06077003405,4399,30.6
06077003406,3915,39.1
06077003407,2826,26.9
06077003409,4512,27.1
06077003410,6089,20.1
06077003500,22760,10.9
06077003601,3183,8.5
06077003602,3412,21.2
06077003700,3211,35.1
06077003801,12252,11
06077003802,6693,14.8
06077003803,4137,18.4
06077003900,1428,16.4
06077004001,2017,20
06077004002,12112,9.2
06077004102,8289,12
06077004104,3633,5.1
06077004105,4815,8.8
06077004106,1726,4.9
06077004201,6212,8.3
06077004202,1543,6.9
06077004203,4002,21.9
06077004204,3008,14.2
06077004302,5689,12.8
06077004303,4959,7.1
06077004305,5979,12.2
06077004307,3984,11.2
06077004308,4274,27.5
06077004402,5479,11.8
06077004403,3874,30.7
06077004404,3680,38.5
06077004501,2600,10.9
06077004502,4237,36.9
06077004600,6211,10.3
06077004701,2819,20.9
06077004703,3578,13.2
06077004704,5087,10.3
06077004800,6215,8.6
06077004901,7795,10.4
06077004902,5874,15.3
06077005001,5652,10.8
06077005003,5853,9.1
06077005004,5743,11.9
06077005106,6511,6
06077005108,4882,14.2
06077005109,4114,26.9
06077005110,6769,13.5
06077005113,6480,13.9
06077005114,10934,7.4
06077005119,8230,9.2
06077005122,6416,8.9
06077005123,4566,9.3
06077005124,3359,14.3
06077005125,1924,13.1
06077005126,3983,22
06077005127,5924,14
06077005129,3497,13.1
06077005130,3421,18.6
06077005131,4371,24.3
06077005132,3140,15.4
06077005133,4020,7.5
06077005134,4989,11.1
06077005135,7320,6.7
06077005202,7388,5.3
06077005206,21784,6.6
06077005207,14661,3.8
06077005208,6218,3.2
06077005209,7405,4
06077005210,11968,3.9
06077005302,7224,18.3
06077005303,4791,22.7
06077005305,6579,10.8
06077005307,3163,12.6
06077005308,4237,10.5
06077005403,6289,7.3
06077005405,3296,9.7
06077005406,3557,19.9
06077005501,1614,12.8
06077005502,1909,8.1
06079010002,3292,6.3
06079010016,5428,19
06079010101,1861,13.5
06079010102,7122,17.8
06079010201,6859,4.9
06079010202,5483,9.8
06079010204,6487,14
06079010205,4465,12
06079010300,8953,9.3
06079010403,3802,10.6
06079010404,2132,6.8
06079010503,5311,8.3
06079010504,2847,13.4
06079010602,3872,13
06079010603,1358,7.6
06079010701,5285,12
06079010703,3277,14.8
06079010707,6510,7.8
06079010901,1929,86.2
06079010902,4091,70.5
06079011001,5199,15.7
06079011002,3448,43.3
06079011101,3421,31.9
06079011102,5287,22.4
06079011103,2790,15.6
06079011200,7868,47.8
06079011300,7460,15.3
06079011400,0,-
06079011501,1802,10.7
06079011503,3645,11
06079011504,732,5.2
06079011600,3898,4.3
06079011701,4301,6.6
06079011704,3718,10.7
06079011800,7310,5.3
06079011901,3138,7.8
06079011902,8571,5.8
06079012000,7874,15.5
06079012102,5622,11.5
06079012200,7238,19.7
06079012302,5080,8.5
06079012304,10482,5.3
06079012401,6145,8.6
06079012402,9972,11.1
06079012502,5332,12
06079012503,6323,11.2
06079012505,5115,4
06079012600,7706,4.2
06079012702,7001,11.9
06079012704,9341,5.9
06079012800,181,39.8
06079012900,4947,5.6
06079013000,2817,10.6
06079990000,0,-
06081600100,5414,5.7
06081600200,4345,10.6
06081600300,3685,5
06081600401,3482,5.8
06081600402,5082,9.6
06081600500,8231,7
06081600600,5640,6.3
06081600700,7715,6.8
06081600800,7137,21.8
06081600900,3922,5.5
06081601000,6864,6.4
06081601100,6364,4.5
06081601200,6710,5
06081601300,8443,12.8
06081601400,7364,16.6
06081601501,5628,4.6
06081601502,5193,12.1
06081601601,2883,10.3
06081601603,5963,5.6
06081601604,2701,7.2
06081601605,6150,5.3
06081601700,4422,5.2
06081601800,7168,11
06081601901,4634,8
06081601902,5508,8.8
06081602000,8121,3.4
06081602100,3139,8.2
06081602200,8216,8.4
06081602300,4051,17.3
06081602400,7369,8.2
06081602500,5488,4.7
06081602600,7999,2.2
06081602700,6227,4.6
06081602800,4822,5.4
06081602900,3795,7.9
06081603000,4315,6.9
06081603100,3390,7.2
06081603200,3693,4.8
06081603300,6786,2.7
06081603400,5882,2.9
06081603700,5552,4.3
06081603801,2332,3.8
06081603802,5026,3.4
06081603900,5833,2.5
06081604000,3285,8.2
06081604101,8246,9.2
06081604102,2866,4.4
06081604200,4096,3.2
06081604400,4756,4.1
06081604500,3750,4.7
06081604600,2994,4.2
06081604700,2735,3.4
06081604800,4933,6
06081604900,3329,5.2
06081605000,8120,6.8
06081605100,3168,7.9
06081605200,3718,3
06081605300,4573,8.2
06081605400,6018,4.4
06081605500,5507,4.3
06081605600,5970,5
06081605700,5466,1.4
06081605800,2755,1.6
06081605900,5768,13.3
06081606000,5343,8.9
06081606100,4816,18.8
06081606200,8040,15.1
06081606300,4297,7.2
06081606400,5078,6
06081606500,3548,2.2
06081606600,3820,7.3
06081606700,2502,2.2
06081606800,3375,3.1
06081606900,2405,1.3
06081607000,3497,2.8
06081607100,3085,2.8
06081607200,4580,11.2
06081607300,3723,3.1
06081607400,4803,10.5
06081607500,4413,5.3
06081607600,3638,8.1
06081607701,4251,8.6
06081607702,2930,13.1
06081607800,3384,9.3
06081607900,3044,4.9
06081608001,3673,6.1
06081608002,3538,2.5
06081608004,7707,3.7
06081608013,4191,2.6
06081608023,2653,6.3
06081608100,3906,1
06081608200,3888,5.2
06081608300,3860,2.5
06081608400,6015,4.7
06081608501,5201,5.4
06081608502,2717,4.8
06081608600,4544,8.5
06081608700,6950,4.1
06081608800,6086,2.1
06081608900,6774,5
06081609000,2513,2.2
06081609100,1593,6.6
06081609201,3726,3.1
06081609202,4287,6.8
06081609300,3558,1
06081609400,3485,3.5
06081609500,4976,0
06081609601,3162,2.6
06081609602,1801,3.3
06081609603,5119,4
06081609700,4646,2.9
06081609800,4737,3.2
06081609900,3189,3.5
06081610000,4728,4.4
06081610100,2436,13
06081610201,6028,24
06081610202,2154,26.3
06081610203,3898,13.9
06081610302,2815,12.9
06081610303,8280,3.5
06081610304,4514,3.5
06081610400,6012,15.5
06081610500,5297,18.4
06081610601,6055,22.1
06081610602,4009,12
06081610700,5776,3.9
06081610800,5070,9.5
06081610900,7050,18
06081611000,6465,5
06081611100,6407,2
06081611200,2887,3.9
06081611300,5343,4.4
06081611400,4030,4.4
06081611500,2689,2.2
06081611600,2330,4.8
06081611700,5491,14.8
06081611800,4183,19.4
06081611900,9988,10.6
06081612000,7296,10.5
06081612100,8925,16
06081612500,4260,6.9
06081612600,4618,4
06081612700,2119,5.4
06081612800,3420,1.8
06081612900,4541,5.2
06081613000,3627,11.6
06081613200,6902,2.6
06081613300,2916,6
06081613400,3089,6.2
06081613501,4897,3
06081613502,6686,3
06081613600,6715,4.1
06081613700,9219,8.8
06081613800,3946,19.1
06081613900,6618,11.4
06081614000,5731,4.4
06081984300,0,-
06081990100,0,-
06083000101,5607,12.5
06083000102,5371,7.9
06083000103,3288,9.7
06083000200,4304,5.7
06083000301,2876,14.7
06083000302,3848,7.7
06083000400,5411,16.6
06083000501,3486,3.5
06083000502,6370,10.9
06083000600,5017,9
06083000700,5968,7.5
06083000801,3522,12.8
06083000804,6856,15.5
06083000900,3680,25.7
06083001000,5517,14.3
06083001101,5165,16.7
06083001102,4899,22.6
06083001203,3022,20.7
06083001206,4551,18.8
06083001208,4601,15.3
06083001304,7789,10.4
06083001306,3405,3.1
06083001402,3215,6.7
06083001500,2953,11.1
06083001601,5787,7.9
06083001604,4921,8.9
06083001704,3075,5.7
06083001706,4142,4.6
06083001800,941,14
06083001901,7163,10.3
06083001903,6277,13.6
06083001905,2553,3.3
06083001906,5595,9.1
06083002005,5306,9
06083002006,2744,5.2
06083002007,10554,7
06083002008,6551,9.6
06083002009,4313,9.8
06083002010,4286,3.7
06083002011,6037,8.2
06083002012,3233,4.1
06083002013,2553,1.4
06083002101,5081,30.5
06083002102,2366,10.7
06083002103,4396,19
06083002205,5570,20
06083002206,4894,24.5
06083002209,3563,17.6
06083002210,6103,7.6
06083002211,5363,7.2
06083002303,6139,26.6
06083002304,6081,23.5
06083002305,6759,18.2
06083002306,9437,5.1
06083002402,12917,22.9
06083002403,6736,33.1
06083002404,8460,27.7
06083002502,7581,16.1
06083002604,102,0
06083002606,3076,5.9
06083002702,7910,37.7
06083002703,4426,15.7
06083002705,4205,28.9
06083002706,6695,22.5
06083002707,2191,12.2
06083002708,2263,8
06083002802,7369,13.9
06083002806,2426,17.4
06083002808,7536,7.3
06083002809,5049,7
06083002906,3955,6.3
06083002907,4163,3.1
06083002909,5952,5.4
06083002913,3856,5.1
06083002914,3386,4.5
06083002915,680,17.5
06083002922,2231,8.2
06083002924,4916,70.1
06083002926,6317,72.5
06083002928,4579,63.4
06083002930,7839,11
06083002932,2242,6.7
06083003001,5671,13.9
06083003004,5131,6.3
06083003005,5137,15
06083003007,3240,4
06083003102,3343,4.2
06083980000,0,-
06083980100,6,100
06083990000,0,-
06085500100,7868,8.7
06085500200,5363,16.4
06085500300,3838,15.4
06085500400,2553,8.1
06085500500,5294,10.4
06085500600,5180,8.2
06085500800,3821,15.3
06085500901,4161,29.2
06085500902,1674,42.5
06085501000,4572,28.8
06085501101,4499,17.9
06085501102,4839,15.3
06085501200,4321,13.4
06085501300,4253,30
06085501401,3384,13.6
06085501402,3220,14.8
06085501501,4901,14.7
06085501502,4899,21.3
06085501600,7230,23.2
06085501700,5030,17.9
06085501800,5554,8.2
06085501900,5599,9.3
06085502001,5537,10.6
06085502002,5496,21.6
06085502101,5013,5.4
06085502102,7457,16.5
06085502201,7353,15.6
06085502202,2997,10.4
06085502301,3520,4.2
06085502302,2883,8
06085502400,7093,3.7
06085502500,6657,2.9
06085502601,2780,5.9
06085502603,2410,4.5
06085502604,4038,10.2
06085502701,4900,7.8
06085502702,7455,4.6
06085502800,4315,6.8
06085502901,6066,2.3
06085502902,7608,6.1
06085502903,5300,5.1
06085502906,4536,6.5
06085502907,3813,5
06085502908,7229,2.9
06085502909,5348,11.2
06085502910,3382,9
06085503001,4003,3.8
06085503002,3716,2.9
06085503003,5461,3.8
06085503105,2429,23.1
06085503108,7809,10.2
06085503110,5245,24.7
06085503111,5566,11
06085503112,3884,11.5
06085503113,5048,27.3
06085503115,6311,4.5
06085503116,5375,11.7
06085503117,3047,15.9
06085503118,5714,18.8
06085503121,4479,18.2
06085503122,3167,27.4
06085503123,4030,20.1
06085503204,9128,14.8
06085503207,4433,11.7
06085503208,4788,9.7
06085503210,4303,13.2
06085503211,4684,5.3
06085503212,4409,7.6
06085503213,4895,21.3
06085503214,8865,22.4
06085503217,4724,11.6
06085503218,5018,20
06085503304,7015,14.7
06085503305,6077,9.2
06085503306,4062,11.5
06085503312,3885,7.1
06085503313,4640,2.1
06085503315,8855,10.4
06085503321,5051,6.4
06085503322,4420,4.8
06085503323,4943,7.3
06085503324,3651,4.3
06085503325,4690,9.8
06085503326,7443,2.9
06085503327,4996,8.9
06085503329,3810,4.6
06085503330,8646,6.3
06085503331,3369,2.2
06085503332,5612,2.9
06085503333,4877,3.8
06085503334,8841,2.4
06085503336,3873,11.5
06085503337,3641,10.8
06085503401,4531,10.2
06085503402,6068,21.2
06085503504,6217,14.9
06085503506,6296,18.4
06085503507,2563,10.3
06085503508,6721,20.7
06085503509,4076,8.7
06085503510,6276,19.9
06085503511,3837,9.4
06085503601,2983,13
06085503602,5178,16
06085503703,4253,16.9
06085503707,6109,12.8
06085503708,2867,13.7
06085503709,6386,29.3
06085503710,4252,23.1
06085503711,5165,14.1
06085503712,3849,23.6
06085503713,3165,17.9
06085503802,8446,3.6
06085503803,4958,5.8
06085503804,5810,9.9
06085503902,5800,10.9
06085503903,3512,7.1
06085504001,6575,13.8
06085504002,6614,11.5
06085504101,4842,16.6
06085504102,6028,9.5
06085504201,5335,6.2
06085504202,4841,2
06085504307,5450,6.8
06085504308,4378,10.1
06085504311,7071,5
06085504314,5110,11.6
06085504315,6475,4.5
06085504316,5192,6.7
06085504317,4960,3.3
06085504318,5476,14.1
06085504319,7437,8.5
06085504320,2969,4.9
06085504321,5556,6.8
06085504322,5470,9.3
06085504323,6230,10.3
06085504410,4484,13.2
06085504411,5553,3.6
06085504412,5103,2.7
06085504413,1851,7.8
06085504414,5514,6.9
06085504415,5788,10.6
06085504416,3746,5.9
06085504417,385,32.2
06085504418,5427,13.4
06085504420,4646,7.1
06085504421,5377,5.2
06085504422,3867,7.1
06085504423,2636,5.7
06085504504,7433,10.9
06085504505,7849,5
06085504506,7081,14.5
06085504507,6387,9.5
06085504601,905,14.1
06085504602,2170,4.7
06085504700,735,3.7
06085504802,5572,7
06085504803,6086,4.3
06085504805,7152,14.7
06085504806,3159,9.6
06085504901,10439,3.3
06085505001,10058,4.1
06085505006,9207,5.8
06085505007,3876,3.3
06085505008,5841,8.6
06085505009,9592,9.8
06085505100,3637,13.8
06085505202,6311,13.8
06085505203,3601,18.2
06085505301,4982,15.6
06085505302,3954,4.9
06085505303,5982,8.4
06085505304,3485,3.7
06085505305,5808,4.2
06085505401,6554,4.1
06085505402,3088,4.2
06085505403,6917,2.9
06085505500,4272,4.6
06085505600,3016,26.7
06085505700,7013,28.5
06085505800,4062,2.5
06085505900,6829,8.1
06085506000,4629,6.1
06085506101,4428,2.6
06085506102,4029,2
06085506103,4852,5.3
06085506202,7030,6.7
06085506203,6536,6.6
06085506204,5822,4.1
06085506301,5494,8.8
06085506302,6612,5.9
06085506304,5036,11.1
06085506305,6867,18.8
06085506401,5233,7.6
06085506402,5859,12
06085506501,7411,19
06085506502,4091,5.7
06085506503,6411,6.4
06085506601,4556,5.5
06085506603,4027,6.3
06085506604,7473,3.2
06085506605,4275,9.8
06085506606,4470,7.2
06085506701,3931,2.9
06085506702,6180,11.5
06085506703,3909,6
06085506801,5855,4.3
06085506802,5672,4.2
06085506803,7183,3.6
06085506804,3608,3.9
06085506900,7854,2.2
06085507001,6775,3.6
06085507002,2941,6.2
06085507100,3021,8.5
06085507203,2957,3.1
06085507205,4613,2.1
06085507206,2518,4.1
06085507301,6620,3.5
06085507302,2931,4.8
06085507401,5725,3.6
06085507402,4149,8.9
06085507500,5923,6.9
06085507600,5621,2.2
06085507701,3750,2.2
06085507702,6042,5.8
06085507703,8135,5.3
06085507805,5784,7
06085507806,5824,6.1
06085507807,3302,2.6
06085507808,5294,3.2
06085507903,4940,4.2
06085507904,3215,0.3
06085507905,6283,4.4
06085507906,4489,4.3
06085508001,7886,5.1
06085508003,2450,8.4
06085508004,6831,6.8
06085508101,6749,1.9
06085508102,3076,2
06085508202,8075,1.9
06085508203,5324,2.8
06085508204,4216,5.9
06085508301,4464,4.3
06085508303,2537,3.4
06085508304,8372,6.5
06085508401,7024,4.2
06085508403,3064,1.2
06085508404,6597,4.3
06085508503,7349,5.1
06085508504,8894,10.7
06085508505,4571,3.4
06085508507,3392,7.8
06085508508,5410,9.8
06085508601,3892,6.4
06085508602,4749,9.5
06085508703,7748,2.6
06085508704,6843,7.2
06085508800,3779,10.6
06085508900,5305,11.8
06085509000,7905,5.6
06085509102,4868,4.4
06085509105,7104,4.9
06085509106,4428,6.1
06085509107,5096,9.4
06085509108,4568,3.9
06085509109,4788,4.1
06085509201,5032,7.3
06085509202,4636,8.5
06085509302,3390,5.6
06085509303,3504,14.4
06085509304,3459,5.1
06085509401,4016,6.2
06085509403,5081,23.8
06085509404,6989,13.7
06085509500,5456,8.8
06085509600,3318,4.1
06085509700,3120,3.5
06085509801,5621,2.1
06085509802,3073,2.7
06085509901,1878,4.5
06085509902,4931,9.6
06085510001,6409,1.6
06085510002,3635,3.1
06085510100,3027,4
06085510200,4603,4
06085510300,4284,3.5
06085510400,3255,3.5
06085510500,4793,2.6
06085510600,6639,5.3
06085510700,5206,3.9
06085510801,5969,3.7
06085510802,1931,2.5
06085510803,2453,7.5
06085510900,5433,4.2
06085511000,6560,4.9
06085511100,5469,5.9
06085511200,4992,3.2
06085511301,3779,10.3
06085511302,4054,16.9
