GEOID,pop_pov,pov_rt
06067009107,3254,7.7
06067009108,3940,12.8
06067009109,5096,14.8
06067009110,1732,47.1
06067009111,5445,11.9
06067009112,3931,21.4
06067009201,3747,16.8
06067009307,5471,10
06067009308,6215,11.2
06067009309,2292,6.5
06067009310,7764,7.3
06067009311,6749,14.8
06067009312,7241,9.3
06067009314,6001,21.8
06067009316,4843,21.3
06067009317,6625,11.1
06067009318,2297,16.3
06067009319,4980,17.3
06067009320,4987,22.8
06067009321,6040,12
06067009322,13844,10.9
06067009323,5739,4.2
06067009324,2930,3.4
06067009325,844,5.9
06067009326,4978,5.5
06067009328,5309,8.8
06067009329,2336,15.7
06067009330,3777,6
06067009331,7261,7.6
06067009332,1340,19.8
06067009403,1953,9.2
06067009404,5337,7.8
06067009406,2285,4.2
06067009407,10425,11.7
06067009408,1940,7.8
06067009501,2958,30
06067009502,7878,19
06067009503,3099,19.6
06067009504,2403,15.6
06067009601,6444,24.1
06067009606,7063,25.1
06067009608,8552,23.1
06067009609,5553,9.5
06067009610,6591,17.3
06067009611,3576,11.1
06067009612,5194,9.2
06067009614,7202,11.1
06067009615,7859,7.7
06067009616,5919,7.7
06067009617,3642,3.9
06067009618,4976,12.7
06067009619,8085,11.4
06067009622,7502,4.3
06067009630,10889,5.3
06067009632,7335,11.5
06067009633,3776,23.4
06067009634,4935,33
06067009635,6300,9.2
06067009636,7880,9.3
06067009637,6505,4.7
06067009638,7329,9.8
06067009639,3658,12.9
06067009800,1514,20.5
06067009900,4008,12.2
06067988300,36,0
06069000100,4800,6.4
06069000200,6390,12.8
06069000300,4571,8.3
06069000400,5930,13.5
06069000501,6039,3.7
06069000502,6908,4.7
06069000600,8513,11.6
06069000701,4295,24.4
06069000702,5158,8.6
06069000801,3067,2.4
06069000802,2647,9.9
06071000103,4629,10.9
06071000104,6712,5.5
06071000105,6466,4.2
06071000107,2971,6.7
06071000108,5170,7.5
06071000109,6872,11
06071000111,2453,4.7
06071000113,11410,11.5
06071000115,7386,4.9
06071000116,12396,3.7
06071000117,7127,2
06071000118,4770,3.4
06071000201,4585,14.2
06071000203,3980,6.5
06071000205,4939,13.8
06071000207,4735,12.3
06071000208,5049,5.6
06071000301,9275,42.2
06071000303,7642,22.7
06071000304,5835,9.8
06071000401,6256,3.3
06071000403,4283,12.3
06071000404,4265,13.5
06071000501,6001,12.8
06071000503,4169,11.9
06071000504,4457,5.8
06071000603,5115,8.7
06071000604,5518,21.2
06071000605,4436,14.4
06071000606,3926,13.7
06071000804,3092,3.9
06071000808,6190,9.5
06071000812,3654,4.8
06071000813,3370,7.2
06071000814,3932,4.7
06071000815,3362,0.7
06071000816,4317,2.6
06071000817,3610,8.2
06071000818,5327,13
06071000819,4883,8.9
06071000820,3928,7.4
06071000821,3863,20.9
06071000823,6666,26.6
06071000824,5204,16.3
06071000825,4084,26
06071000826,4204,6.4
06071000901,4593,21.3
06071000903,4403,24.5
06071000904,3735,25
06071001001,5651,16.1
06071001002,5444,24
06071001101,4300,24.4
06071001103,4792,17.9
06071001104,5883,12.4
06071001200,4990,7
06071001305,4371,33.5
06071001307,4222,11.4
06071001308,4538,21
06071001309,4160,18.4
06071001310,5789,13.3
06071001311,3615,10.3
06071001312,5018,12.7
06071001400,2650,19.1
06071001501,4127,26.6
06071001503,4136,33.6
06071001504,5933,29.9
06071001600,5535,28.4
06071001702,5188,9.9
06071001703,5673,13.7
06071001704,4975,15.1
06071001706,6277,18.6
06071001707,6909,13.3
06071001803,3136,8
06071001804,5312,9.4
06071001806,4877,3.4
06071001808,4491,2
06071001809,5124,15.8
06071001810,5230,10
06071001812,3654,19
06071001813,5177,23.7
06071001901,4549,1.9
06071001903,8958,11.8
06071001905,6024,11.9
06071001906,9208,14.2
06071002010,10525,4.4
06071002011,4285,6.5
06071002013,4246,10.3
06071002014,4652,2.4
06071002015,5008,14.8
06071002016,3756,15.1
06071002017,5602,2.4
06071002018,5478,8.7
06071002019,5237,10.6
06071002021,5309,2.9
06071002022,12809,2.2
06071002023,5441,13.7
06071002025,4979,3.5
06071002027,5547,11.1
06071002028,5055,8
06071002029,5863,5
06071002031,6485,1.4
06071002033,7664,5.6
06071002034,15935,3.1
06071002035,7024,10.2
06071002036,13335,7.4
06071002037,7649,5.9
06071002038,6014,3.5
06071002101,4649,26.3
06071002103,5184,15.5
06071002105,5454,17.6
06071002107,5514,18
06071002109,5137,13.9
06071002110,7079,10.3
06071002204,6810,13.3
06071002206,6987,4.5
06071002207,2166,23.1
06071002301,10988,21
06071002304,21194,5.7
06071002305,10318,10.9
06071002306,4226,7.3
06071002307,5479,20.2
06071002401,9284,12.8
06071002402,8236,22.2
06071002501,6597,22.6
06071002502,8735,9
06071002601,9992,9.2
06071002602,7356,9.2
06071002604,5809,7.4
06071002606,8054,8.4
06071002607,8242,5.9
06071002703,5551,7.1
06071002704,10497,6
06071002705,5078,8.1
06071002706,8620,5.3
06071002801,5571,23.9
06071002803,3987,30
06071002804,5757,32.5
06071002901,4391,23.7
06071002902,6323,14.1
06071003000,3352,28.2
06071003101,4827,21.8
06071003102,5760,32
06071003200,8323,26
06071003301,5085,18.2
06071003302,6019,26.4
06071003401,7234,15.5
06071003403,4090,9.6
06071003404,4695,26.3
06071003405,5368,28.8
06071003503,6052,9.5
06071003505,6818,31.8
06071003506,5735,18.3
06071003507,4320,13.5
06071003509,4706,18.2
06071003510,5032,38.5
06071003603,3820,8.8
06071003605,4545,7.9
06071003606,4745,21.3
06071003607,5558,15.9
06071003609,4863,22.9
06071003611,4691,21.9
06071003612,4501,17.8
06071003700,4316,35
06071003801,4829,12.8
06071003803,5304,12.9
06071003804,5280,16.7
06071003900,5909,22.3
06071004001,4471,18.4
06071004003,6064,22.8
06071004004,6062,16.1
06071004101,6420,32.6
06071004103,6240,32.2
06071004104,6844,39.5
06071004201,7015,34.7
06071004202,6131,36.7
06071004301,4669,22
06071004302,3872,36
06071004401,4159,25.7
06071004403,5929,10.4
06071004404,4858,31.2
06071004503,3973,6.7
06071004504,8240,14.1
06071004505,4891,22.7
06071004507,5695,25.7
06071004509,5077,21.5
06071004510,3879,27.7
06071004601,6812,13.8
06071004603,5481,27
06071004604,5720,29.2
06071004700,4960,23.8
06071004800,3306,32.4
06071004900,7142,40.3
06071005100,8061,17.4
06071005200,4387,21.3
06071005300,5372,30.8
06071005400,6838,36.1
06071005500,8533,48.1
06071005600,6683,60.8
06071005701,1879,53.2
06071005800,3977,41.5
06071006100,8858,23.5
06071006201,3917,17.6
06071006203,5029,36.5
06071006204,4310,43.9
06071006301,4473,42.1
06071006302,9940,31.6
06071006401,3095,56.1
06071006402,4996,49.1
06071006500,7192,54.4
06071006601,4755,12.1
06071006603,5949,5.4
06071006604,3532,29.7
06071006700,4546,11.4
06071007000,7306,24
06071007104,3847,3.8
06071007105,3123,8.4
06071007106,3973,10.1
06071007107,3311,34.8
06071007108,2301,19.8
06071007109,6518,19.7
06071007110,5241,11.9
06071007200,6536,22.7
06071007302,9199,8.7
06071007303,4731,36
06071007305,4870,26
06071007306,5423,16.9
06071007403,7748,23.9
06071007404,3908,15.7
06071007407,2898,39.2
06071007408,4022,27.4
06071007409,6783,15.1
06071007410,4409,21.1
06071007601,7448,43.5
06071007603,4809,23
06071007604,5201,11.5
06071007800,5537,22.8
06071007901,8074,4.8
06071007903,4407,7.1
06071007904,6676,5.5
06071008001,7218,12.9
06071008002,7762,41.1
06071008100,3341,21.7
06071008200,4913,8.3
06071008301,6105,9.9
06071008302,2952,7.9
06071008401,8724,14.7
06071008402,6551,7.1
06071008403,5801,6.3
06071008404,2738,26.7
06071008500,8004,6.6
06071008601,6456,9
06071008602,3966,8.6
06071008703,7436,4.6
06071008704,8441,8.4
06071008705,4939,27.8
06071008706,13031,8.6
06071008708,4289,20.7
06071008709,3642,18.8
06071008710,5034,33.2
06071008800,6096,13.8
06071008901,1999,28.6
06071009107,7583,17.9
06071009108,7716,21.5
06071009109,6216,9.5
06071009110,17720,18.4
06071009112,8729,34.4
06071009114,9997,30.1
06071009116,7226,56
06071009117,5870,31.2
06071009118,23669,11.5
06071009119,5622,9
06071009201,4286,12
06071009202,2434,12
06071009300,1513,36.4
06071009400,3669,56.8
06071009500,7175,41.3
06071009707,5991,6.2
06071009708,5237,25.4
06071009709,6598,22.3
06071009710,7206,23.5
06071009711,9842,12
06071009712,6194,26.2
06071009713,6594,22
06071009714,3791,15
06071009715,9039,12
06071009716,7068,38.6
06071009717,4562,10.7
06071009800,4974,47.8
06071009904,12678,41.6
06071009905,7389,32
06071009906,4268,15.5
06071009908,4737,14
06071009910,5922,20.7
06071009911,6379,20.6
06071009912,4877,46.1
06071009913,4843,27.6
06071010004,7423,7.5
06071010009,3447,11.1
06071010010,7120,24.7
06071010011,5158,29.4
06071010012,4734,23.6
06071010013,7253,26.2
06071010014,4782,28.7
06071010015,6125,31.7
06071010016,5795,20
06071010017,16128,10.2
06071010018,7401,21.2
06071010019,5148,25.5
06071010020,7934,34.4
06071010021,6645,9.4
06071010022,4285,29.7
06071010023,6008,13.3
06071010024,5611,13.8
06071010025,8276,22.9
06071010026,10715,19.1
06071010300,3514,17.4
06071010402,5655,15.3
06071010409,2869,16.5
06071010410,3373,18.4
06071010411,6649,25.9
06071010412,7510,19
06071010413,6766,18.9
06071010415,5176,20.2
06071010416,3295,24.9
06071010417,3029,13
06071010419,4625,20.9
06071010420,3830,22.2
06071010421,6504,36.2
06071010422,1691,19.8
06071010423,3375,31.6
06071010424,1943,34.9
06071010700,4035,27.1
06071010802,4781,13.6
06071010803,3037,6.1
06071010804,2669,28.7
06071010901,4209,22.3
06071010902,3172,7.8
06071011001,2341,21.7
06071011002,1575,17.3
06071011101,3353,17.5
06071011102,1908,19
06071011203,1338,8.4
06071011204,1432,14.4
06071011205,1442,15.9
06071011206,1044,19.5
06071011300,1100,10.7
06071011401,4818,23.1
06071011403,3365,19.4
06071011404,4165,10.2
06071011500,2060,10.7
06071011600,8725,15.8
06071011700,1521,35
06071011800,7408,29.9
06071011900,3092,19.7
06071012001,5823,22.8
06071012002,5658,26.8
06071012101,5382,4.6
06071012103,3775,25.9
06071012104,4720,29.1
06071012200,3560,18.8
06071012300,1110,88.9
06071012400,3336,29.3
06071012500,5008,22.7
06071012700,3852,7.5
06071025000,7652,6
06071025100,1348,27.4
06071940100,1209,20.3
06071980100,0,-
06071980200,0,-
06073000100,2863,3.5
06073000201,2056,9.8
06073000202,4964,5.7
06073000300,5010,12.8
06073000400,3458,9.8
06073000500,3273,8.6
06073000600,3143,13.1
06073000700,4631,7.6
06073000800,4439,10.6
06073000900,5481,18
06073001000,4880,13.3
06073001100,3392,9.2
06073001200,6126,16
06073001300,6102,9.6
06073001400,3397,5.2
06073001500,3713,11.7
06073001600,4770,18.8
06073001700,4679,13.2
06073001800,5488,23.9
06073001900,3332,8.9
06073002001,3411,2.8
06073002002,2812,15.6
06073002100,4966,12.2
06073002201,3460,35
06073002202,5775,47.7
06073002301,3041,37.1
06073002302,7814,31.3
06073002401,4970,24.7
06073002402,5322,24.3
06073002501,5478,23.6
06073002502,6609,23.3
06073002601,5554,37.2
06073002602,4275,17.5
06073002702,6026,18.5
06073002703,7584,18.3
06073002705,4542,19.6
06073002707,5418,30.4
06073002708,5929,37.9
06073002709,4092,50.1
06073002710,4605,27.5
06073002711,3279,9.2
06073002712,4940,23
06073002801,2620,51.8
06073002803,5248,18.3
06073002804,4583,31.9
06073002902,7048,23.8
06073002903,4051,9.9
06073002904,7002,56
06073002905,5003,24.5
06073003001,4222,13.7
06073003003,5336,16.7
06073003004,5026,16.2
06073003101,3945,19.3
06073003103,6454,17.1
06073003105,4674,4.3
06073003107,6143,11.2
06073003108,3949,15.5
06073003109,3584,6.4
06073003111,7160,26.6
06073003112,4797,20.9
06073003113,5327,4
06073003114,3514,13.9
06073003115,6930,20.1
06073003201,5386,17.3
06073003202,4569,19.4
06073003204,3521,13.2
06073003207,6555,14.8
06073003208,6793,22.5
06073003209,5219,6.8
06073003211,3485,4
06073003212,4018,6.8
06073003213,4412,8.5
06073003214,5124,9.2
06073003301,3707,28.8
06073003303,4684,38.9
06073003304,4273,37.4
06073003305,5958,40.2
06073003401,6931,10.6
06073003403,3720,24
06073003404,5520,31.5
06073003501,4729,25
06073003502,4491,40.1
06073003601,2857,33
06073003602,3244,20.2
06073003603,4105,32.3
06073003800,0,-
06073003901,4333,40.6
06073003902,4284,32.3
06073004000,5124,27.8
06073004100,7032,28.9
06073004200,5932,3.5
06073004300,3873,8.9
06073004400,4015,14.9
06073004501,2684,19.1
06073004600,1843,15
06073004700,1687,31.2
06073004800,3960,34.3
06073004900,5686,38.1
06073005000,2309,41.7
06073005100,6821,42.3
06073005200,6284,28.4
06073005300,3319,20.8
06073005400,7430,11.4
06073005500,0,-
06073005600,4299,9
06073005700,1575,32
06073005800,3299,11.3
06073005900,3183,11
06073006000,4064,6
06073006100,2330,6.7
06073006200,0,-
06073006300,53,0
06073006500,3223,21.9
06073006600,1747,10.8
06073006801,2547,12.6
06073006802,5359,16
06073006900,5721,16.1
06073007002,2958,1.7
06073007100,4449,4
06073007200,4082,3.1
06073007301,5268,9.4
06073007302,2127,5.4
06073007400,7001,11.2
06073007501,3684,17.6
06073007502,3250,7.8
06073007600,4613,20.9
06073007701,4074,12.4
06073007702,3939,11
06073007800,6067,8.9
06073007903,4660,19.2
06073007905,2895,21.8
06073007907,3532,17.4
06073007908,3269,11.7
06073007910,3221,19.3
06073008002,2968,7.3
06073008003,4134,7.9
06073008006,3911,6.7
06073008101,3981,7.8
06073008102,3603,3.9
06073008200,2684,4.4
06073008301,3048,6.1
06073008303,3618,7.8
06073008305,1960,27.2
06073008306,3226,1.5
06073008307,3917,12.5
06073008310,6178,5.9
06073008311,3127,4.3
06073008312,3782,12.2
06073008313,2162,3.1
06073008324,7196,4.2
06073008327,6196,4.3
06073008328,6663,4.9
06073008329,7239,8.2
06073008330,5911,5
06073008331,2421,2.7
06073008333,15659,6.2
06073008335,9900,5.5
06073008336,2215,1.4
06073008337,4303,4
06073008339,2115,41.3
06073008340,9104,21.3
06073008341,7899,44.5
06073008343,5090,29.7
06073008344,3551,6.4
06073008345,4167,13.8
06073008346,5015,1.7
06073008347,7001,5.5
06073008348,5894,6.5
06073008349,3953,4.6
06073008350,6536,4
06073008351,4225,10.7
06073008352,3722,14.8
06073008353,5262,12.3
06073008354,8450,1.9
06073008355,3484,6.6
06073008356,4271,12.4
06073008357,5462,15.2
06073008358,7363,6.6
06073008359,4791,9.7
06073008360,6707,6.9
06073008361,2581,19.6
06073008362,3542,19.4
06073008363,5460,30.8
06073008364,5811,13.8
06073008365,3152,2.7
06073008366,7061,0.8
06073008501,5755,7.5
06073008502,6915,7.2
06073008503,6781,9.4
06073008504,5892,11.1
06073008505,6561,14.7
06073008506,4753,8.5
06073008507,8062,13.8
06073008509,8104,8.2
06073008510,6821,14.8
06073008511,4277,13.3
06073008512,4627,4.5
06073008513,2944,5.8
06073008600,7162,21.2
06073008701,2995,11.5
06073008702,4765,14.2
06073008800,7082,19.6
06073008901,5402,13.8
06073008902,2132,5.8
06073009000,3837,15.7
06073009101,5972,3.6
06073009102,3684,25.7
06073009103,3575,9.2
06073009104,3103,4.5
06073009106,1986,16.9
06073009107,4576,27.3
06073009201,5885,12.8
06073009202,5925,10
06073009301,4884,13.2
06073009304,9111,15.5
06073009305,4714,9
06073009306,5667,11.1
06073009400,1975,6.6
06073009502,4077,8.3
06073009504,6559,1.4
06073009505,7417,3.8
06073009506,4512,3.3
06073009507,3723,11
06073009509,4165,6.2
06073009510,4790,15.3
06073009511,4517,11.1
06073009602,4162,3.4
06073009603,5444,16.1
06073009604,3693,8.8
06073009703,3445,6.4
06073009704,6013,5.7
06073009705,4110,11.5
06073009706,7273,3.7
06073009801,5114,5.5
06073009802,6468,13.6
06073009804,5022,2
06073009805,4919,8.1
06073009901,18,0
06073009902,0,-
06073010001,3693,6.7
06073010003,6477,7.9
06073010004,4732,13.9
06073010005,7931,29
06073010009,6990,27.9
06073010010,5818,18.9
06073010011,4066,16.4
06073010012,5283,24.9
06073010013,5639,31.1
06073010014,15700,5.5
06073010015,3042,7.1
06073010103,6422,19
06073010104,3867,8
06073010106,6080,21
06073010107,6921,11.3
06073010109,4889,8
06073010110,8204,17.7
06073010111,3328,30.8
06073010112,5112,31.1
06073010200,6786,18.2
06073010300,4462,23.5
06073010401,2321,20.9
06073010402,6171,15.6
06073010501,1469,11.9
06073010502,5757,20.4
06073010601,2307,8.2
06073010800,2745,2.5
06073010900,2072,7.1
06073011000,3534,2.6
06073011100,4669,5.6
06073011300,116,0
06073011601,5564,27.9
06073011602,3746,25.5
06073011700,6083,21.3
06073011801,3597,27.1
06073011802,7861,31.3
06073011902,5556,10.2
06073012002,3838,26.1
06073012003,3609,17.7
06073012101,2253,25.3
06073012102,3677,20.3
06073012200,3292,19.3
06073012302,1647,34.2
06073012303,3705,20
06073012304,3516,8.6
06073012401,3898,28
06073012402,5216,23.5
06073012501,2753,30.8
06073012502,4500,24.4
06073012600,4724,20.8
06073012700,5335,17.7
06073012800,4070,19.5
06073012900,3360,8.5
06073013000,6101,11.3
06073013102,6468,11.2
06073013103,2693,15.5
06073013104,5979,15.9
06073013203,6774,36.5
06073013204,3787,15.7
06073013205,2370,33.3
06073013206,7326,13.3
06073013301,5076,8.1
06073013302,4850,15.2
06073013303,5258,18.3
06073013306,4153,20.9
06073013307,4757,15.2
06073013308,3690,9.3
06073013309,6846,7.4
06073013310,29186,13
06073013311,11305,4.8
06073013312,2691,3.5
06073013313,15885,7.3
06073013314,20503,8.7
06073013401,4183,5.9
06073013409,5154,8.1
06073013410,8449,5.6
06073013411,5200,5.7
06073013412,4770,8.9
06073013414,7797,7.2
06073013415,1529,4.6
06073013416,3926,6.1
06073013417,2206,2.1
06073013418,6577,8.3
06073013419,8551,4.7
06073013420,3658,6.5
06073013421,4561,9.4
06073013503,6108,16.4
06073013504,3600,9.3
06073013505,5021,12.3
06073013506,4120,10.8
06073013601,5300,17.2
06073013604,6836,11.4
06073013605,6756,11.2
06073013606,6390,17.1
06073013701,2384,8.5
06073013702,5767,13.9
06073013801,4666,6.8
06073013802,3093,14.1
06073013903,4096,13.2
06073013905,3723,6.8
06073013906,5195,18.7
06073013907,4105,12.7
06073013908,4465,13.6
06073013909,4588,11.3
06073014001,4391,17.1
06073014002,4481,14.5
06073014101,3633,12.5
06073014102,4146,20.4
06073014200,6280,9
06073014300,4080,10.8
06073014400,3952,26.7
06073014500,3979,11.9
06073014601,4705,17.6
06073014602,5266,8.1
06073014700,8055,14.1
06073014803,5084,7.8
06073014804,3638,12.1
06073014805,4408,16.6
06073014806,2895,16.1
06073014901,4287,9.2
06073014902,3216,12.6
06073015000,6719,14.6
06073015100,4739,10.7
06073015200,3701,8.3
06073015301,3288,22.5
06073015302,3911,7.7
06073015403,2599,9.6
06073015404,8223,27.9
06073015405,5577,7.5
06073015406,2582,4.2
06073015501,5131,8
06073015502,2875,8.2
06073015601,6158,12.9
06073015602,2124,5.7
06073015701,7072,35
06073015703,7011,37.5
06073015704,3979,17.8
06073015801,3206,34.2
06073015802,4381,30.1
